X;page web;navigateur;serveur web;fichier;base de donnée;donnée;php;javascript;code;texte;concerner;commentaire;délimiter;gras;fois;lien hypertextes;url;case à cocher;post;nombre;text;langage;utilisateur;affectation;syntaxe;case;associer;personne;structure de contrôle;méthode post;fermeture;machine;mysql;jour;programmation;site;paris;france;programmation web;session;chaîne;côté serveur;côté client;script;interpréter;serveur;type;opérateurs;list;pointeur;cle;méthode;conditionnelles;foreach;couleurs;valeur par défaut;classes;class;mot;visiteur;null;web;affiche;casse;internet;système;menu;id;mysqli;timestamp
concerner;1;0.5;1;0.333333;0.333333;0.125;0.333333;0.333333;0.333333;1;1;0.2;0.5;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.111111;0.333333;0.5;0.333333;0.333333;0.2;1;1;0.333333;0.142857;0.333333;1;0.5;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.142857;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
commentaire;0.2;0.142857;0.2;0.5;0.2;0.1;0.2;0.2;0.2;0.2;0.2;1;0.333333;0.5;0.2;0.5;0.2;0.333333;0.2;0.2;0.2;0.2;0.142857;0.2;0.2;0.142857;0.2;0.2;0.2;0.25;0.2;0.2;0.142857;0.2;0.142857;0.142857;0.2;0.2;0.5;0.2;0.142857;0.5;0.5;0.111111;0.5;0.2;0.2;0.2;0.2;0.5;0.142857;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.5;0.2;0.2;0.2;0.2;0.2;0.2
délimiter;0.5;0.333333;0.5;0.5;0.2;0.1;0.2;0.2;0.2;0.5;0.5;0.333333;1;0.2;0.2;0.2;0.2;0.333333;0.2;0.2;0.0909091;0.2;0.333333;0.2;0.2;0.142857;0.5;0.5;0.2;0.111111;0.2;0.5;0.333333;0.2;0.142857;0.142857;0.2;0.2;0.2;0.2;0.142857;0.5;0.5;0.111111;0.5;0.2;0.2;0.2;0.2;0.5;0.142857;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.5;0.2;0.2;0.2;0.2;0.2;0.2
gras;0.333333;0.2;0.333333;0.333333;0.333333;0.125;0.333333;0.333333;0.333333;0.333333;0.333333;0.5;0.2;1;0.333333;1;0.333333;0.2;0.333333;0.333333;0.25;0.333333;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.2;0.2;0.333333;0.333333;1;0.333333;0.2;0.333333;0.333333;0.142857;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
fois;0.333333;0.2;0.333333;0.333333;0.333333;0.285714;1;0.333333;1;0.333333;0.333333;0.2;0.2;0.333333;1;0.333333;0.333333;0.2;1;0.333333;0.25;0.333333;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.142857;0.333333;0.333333;0.2;1;0.2;0.5;1;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.142857;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.5;0.333333;0.333333;1;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;0.333333
lien hypertextes;0.333333;0.2;0.333333;0.333333;0.333333;0.125;0.333333;0.333333;0.333333;0.333333;0.333333;0.5;0.2;1;0.333333;1;0.333333;0.2;0.333333;0.333333;0.25;0.333333;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.2;0.2;0.333333;0.333333;1;0.333333;0.2;0.333333;0.333333;0.142857;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
url;0.333333;0.2;0.333333;0.333333;0.333333;0.125;0.333333;0.333333;0.333333;0.333333;0.333333;0.2;0.2;0.333333;0.333333;0.333333;1;0.2;0.333333;0.333333;0.25;0.333333;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.142857;0.333333;0.333333;0.2;0.333333;0.2;0.5;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.142857;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;1;1;1;0.333333;0.333333
case à cocher;0.2;0.142857;0.2;0.5;0.2;0.1;0.2;0.2;0.2;0.2;0.2;0.333333;0.333333;0.2;0.2;0.2;0.2;1;0.2;0.2;0.0909091;0.2;0.333333;0.2;0.2;0.142857;0.2;0.2;0.2;0.111111;0.2;0.2;0.142857;0.2;0.333333;0.142857;0.2;0.2;0.2;0.2;0.142857;0.5;0.5;0.111111;0.5;0.2;0.2;0.2;0.2;0.5;0.142857;0.5;0.2;0.2;0.2;0.2;0.5;0.2;0.2;0.2;0.2;0.5;0.2;0.5;0.2;0.2;0.2;0.2;0.2;0.2
post;0.333333;0.2;0.333333;0.333333;0.333333;0.285714;1;0.333333;1;0.333333;0.333333;0.2;0.2;0.333333;1;0.333333;0.333333;0.2;1;0.333333;0.25;0.333333;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.142857;0.333333;0.333333;0.2;1;0.2;0.5;1;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.142857;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.5;0.333333;0.333333;1;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;0.333333
nombre;0.333333;0.5;0.333333;0.333333;1;0.285714;0.333333;1;0.333333;0.333333;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;1;0.111111;0.333333;0.2;1;0.333333;0.5;0.333333;0.333333;0.333333;0.142857;0.333333;0.333333;0.5;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.333333;0.5;0.333333;0.333333;0.142857;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.5;0.333333;1;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
text;0.111111;0.0909091;0.111111;0.111111;0.111111;0.363636;0.25;0.111111;0.25;0.111111;0.111111;0.2;0.0909091;0.25;0.25;0.25;0.25;0.0909091;0.25;0.111111;1;0.111111;0.0909091;0.111111;0.111111;0.0909091;0.111111;0.111111;0.111111;0.166667;0.111111;0.111111;0.0909091;0.25;0.0909091;0.5;0.25;0.111111;0.25;0.111111;0.0909091;0.111111;0.111111;0.166667;0.111111;0.111111;0.25;0.25;0.111111;0.111111;0.2;0.111111;0.111111;0.25;0.25;0.111111;0.111111;0.25;0.25;0.25;0.111111;0.111111;0.25;0.111111;0.25;0.25;0.25;0.25;0.25;0.111111
langage;0.333333;0.2;0.333333;0.333333;0.333333;0.125;0.333333;0.333333;0.333333;0.333333;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.111111;1;0.2;0.333333;0.333333;0.5;0.333333;0.333333;0.333333;0.142857;1;0.333333;0.2;0.333333;0.2;0.2;0.333333;1;0.333333;1;0.5;0.333333;0.333333;0.142857;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1
utilisateur;0.5;0.333333;0.5;0.2;0.2;0.1;0.2;0.2;0.2;0.5;0.5;0.142857;0.333333;0.2;0.2;0.2;0.2;0.333333;0.2;0.2;0.0909091;0.2;1;0.2;0.2;0.142857;0.5;0.5;0.2;0.111111;0.2;0.5;0.333333;0.2;0.333333;0.142857;0.2;0.2;0.2;0.2;0.142857;0.2;0.2;0.111111;0.2;0.2;0.2;0.2;0.2;0.2;0.142857;0.5;0.2;0.2;0.2;0.2;0.5;0.2;0.2;0.2;0.2;0.5;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2
affectation;0.333333;0.5;0.333333;0.333333;1;0.285714;0.333333;1;0.333333;0.333333;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;1;0.111111;0.333333;0.2;1;0.333333;0.5;0.333333;0.333333;0.333333;0.142857;0.333333;0.333333;0.5;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.333333;0.5;0.333333;0.333333;0.142857;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.5;0.333333;1;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
syntaxe;0.333333;0.2;0.333333;0.333333;0.333333;0.125;0.333333;0.333333;0.333333;0.333333;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.111111;0.333333;0.2;0.333333;1;0.2;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.2;0.333333;0.5;0.2;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
case;0.2;0.333333;0.2;0.2;0.5;0.222222;0.2;0.5;0.2;0.2;0.2;0.142857;0.142857;0.2;0.2;0.2;0.2;0.142857;0.2;0.5;0.0909091;0.5;0.142857;0.5;0.2;1;0.2;0.2;0.2;0.111111;0.5;0.2;0.333333;0.2;0.142857;0.142857;0.2;0.5;0.2;0.5;1;0.2;0.2;0.111111;0.2;0.5;0.2;0.2;0.2;0.2;0.333333;0.2;0.5;0.2;0.2;0.5;0.2;0.2;0.2;0.2;0.5;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.5
associer;1;0.5;1;0.333333;0.333333;0.125;0.333333;0.333333;0.333333;1;1;0.2;0.5;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.111111;0.333333;0.5;0.333333;0.333333;0.2;1;1;0.333333;0.142857;0.333333;1;0.5;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.142857;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
personne;1;0.5;1;0.333333;0.333333;0.125;0.333333;0.333333;0.333333;1;1;0.2;0.5;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.111111;0.333333;0.5;0.333333;0.333333;0.2;1;1;0.333333;0.142857;0.333333;1;0.5;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.142857;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
structure de contrôle;0.333333;0.2;0.333333;0.333333;0.333333;0.125;0.333333;0.333333;0.333333;0.333333;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.111111;0.333333;0.2;0.333333;1;0.2;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.2;0.333333;0.5;0.2;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
méthode post;0.142857;0.111111;0.142857;0.142857;0.142857;0.0833333;0.142857;0.142857;0.142857;0.142857;0.142857;0.25;0.111111;0.333333;0.142857;0.333333;0.142857;0.111111;0.142857;0.142857;0.166667;0.142857;0.111111;0.142857;0.333333;0.111111;0.142857;0.142857;0.333333;1;0.142857;0.142857;0.111111;0.142857;0.25;0.111111;0.142857;0.142857;0.333333;0.142857;0.111111;0.142857;0.142857;0.5;0.142857;0.142857;0.142857;0.142857;0.333333;0.142857;0.111111;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857
fermeture;0.333333;0.2;0.333333;0.333333;0.333333;0.125;0.333333;0.333333;0.333333;0.333333;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.111111;1;0.2;0.333333;0.333333;0.5;0.333333;0.333333;0.333333;0.142857;1;0.333333;0.2;0.333333;0.2;0.2;0.333333;1;0.333333;1;0.5;0.333333;0.333333;0.142857;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1
machine;1;0.5;1;0.333333;0.333333;0.125;0.333333;0.333333;0.333333;1;1;0.2;0.5;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.111111;0.333333;0.5;0.333333;0.333333;0.2;1;1;0.333333;0.142857;0.333333;1;0.5;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.142857;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
mysql;0.5;1;0.5;0.2;0.5;0.222222;0.2;0.5;0.2;0.5;0.5;0.142857;0.333333;0.2;0.2;0.2;0.2;0.142857;0.2;0.5;0.0909091;0.2;0.333333;0.5;0.2;0.333333;0.5;0.5;0.2;0.111111;0.2;0.5;1;0.2;0.142857;0.142857;0.2;0.2;0.2;0.2;0.333333;0.2;0.2;0.111111;0.2;0.5;0.2;0.2;0.2;0.2;0.333333;0.2;0.5;0.2;0.2;0.5;0.2;0.2;0.2;0.2;0.5;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2
jour;0.333333;0.2;0.333333;0.333333;0.333333;0.285714;1;0.333333;1;0.333333;0.333333;0.2;0.2;0.333333;1;0.333333;0.333333;0.2;1;0.333333;0.25;0.333333;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.142857;0.333333;0.333333;0.2;1;0.2;0.5;1;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.142857;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.5;0.333333;0.333333;1;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;0.333333
programmation;0.2;0.142857;0.2;0.2;0.2;0.1;0.2;0.2;0.2;0.2;0.2;0.142857;0.142857;0.2;0.2;0.2;0.2;0.333333;0.2;0.2;0.0909091;0.2;0.333333;0.2;0.5;0.142857;0.2;0.2;0.5;0.25;0.2;0.2;0.142857;0.2;1;0.142857;0.2;0.2;0.2;0.2;0.142857;0.2;0.2;0.25;0.2;0.2;0.2;0.2;0.2;0.2;0.142857;0.5;0.2;0.2;0.2;0.2;0.5;0.2;0.2;0.2;0.2;0.5;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2
site;0.2;0.142857;0.2;0.2;0.2;0.222222;0.5;0.2;0.5;0.2;0.2;0.142857;0.142857;0.2;0.5;0.2;0.5;0.142857;0.5;0.2;0.5;0.2;0.142857;0.2;0.2;0.142857;0.2;0.2;0.2;0.111111;0.2;0.2;0.142857;0.5;0.142857;1;0.5;0.2;0.2;0.2;0.142857;0.2;0.2;0.111111;0.2;0.2;0.2;0.5;0.2;0.2;0.333333;0.2;0.2;0.5;0.5;0.2;0.2;0.5;0.2;0.2;0.2;0.2;0.2;0.2;0.5;0.5;0.5;0.5;0.5;0.2
paris;0.333333;0.2;0.333333;0.333333;0.333333;0.285714;1;0.333333;1;0.333333;0.333333;0.2;0.2;0.333333;1;0.333333;0.333333;0.2;1;0.333333;0.25;0.333333;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.142857;0.333333;0.333333;0.2;1;0.2;0.5;1;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.142857;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.5;0.333333;0.333333;1;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;0.333333
france;0.333333;0.2;0.333333;0.333333;0.333333;0.125;0.333333;0.333333;0.333333;0.333333;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.111111;1;0.2;0.333333;0.333333;0.5;0.333333;0.333333;0.333333;0.142857;1;0.333333;0.2;0.333333;0.2;0.2;0.333333;1;0.333333;1;0.5;0.333333;0.333333;0.142857;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1
programmation web;0.333333;0.2;0.333333;0.333333;0.333333;0.125;0.333333;0.333333;0.333333;0.333333;0.333333;0.5;0.2;1;0.333333;1;0.333333;0.2;0.333333;0.333333;0.25;0.333333;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.2;0.2;0.333333;0.333333;1;0.333333;0.2;0.333333;0.333333;0.142857;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
session;0.333333;0.2;0.333333;0.333333;0.333333;0.125;0.333333;0.333333;0.333333;0.333333;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.111111;1;0.2;0.333333;0.333333;0.5;0.333333;0.333333;0.333333;0.142857;1;0.333333;0.2;0.333333;0.2;0.2;0.333333;1;0.333333;1;0.5;0.333333;0.333333;0.142857;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1
chaîne;0.2;0.333333;0.2;0.2;0.5;0.222222;0.2;0.5;0.2;0.2;0.2;0.142857;0.142857;0.2;0.2;0.2;0.2;0.142857;0.2;0.5;0.0909091;0.5;0.142857;0.5;0.2;1;0.2;0.2;0.2;0.111111;0.5;0.2;0.333333;0.2;0.142857;0.142857;0.2;0.5;0.2;0.5;1;0.2;0.2;0.111111;0.2;0.5;0.2;0.2;0.2;0.2;0.333333;0.2;0.5;0.2;0.2;0.5;0.2;0.2;0.2;0.2;0.5;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.5
côté serveur;0.333333;0.2;0.333333;1;0.333333;0.125;0.333333;0.333333;0.333333;0.333333;0.333333;0.5;0.5;0.333333;0.333333;0.333333;0.333333;0.5;0.333333;0.333333;0.111111;0.333333;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.142857;0.333333;0.333333;0.2;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.333333;0.2;1;1;0.142857;1;0.333333;0.333333;0.333333;0.333333;1;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
